"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","plot_number","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_b","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","heat_necrosis","brown_center","black_spot_bruise","black_spot_bruise_per_tuber","plant_vigor","disease_reaction","date_processed_otf","sfa_chip_color_otf","stem_end_browning_otf","date_processed_3mo","sfa_chip_color_3mo","stem_end_browning_3mo","date_processed_6mo","sfa_chip_color_6mo","stem_end_browning_6mo","process_comments","fry_color","total_glycoalkaloids","after_cooking_darkening","color_scale","color_instrument"
"2021","NCPT","CA","2021 NCPT CA","ND13228CAB-3","","52","1","1","","","","","2021-02-02","2021-06-02","","4","4","pear shape","11.9","1.095","","","3","5","","","","","290","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND13228CAB-3","","52","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","slight vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14138AB-9","","53","1","1","","","","","2021-02-02","2021-06-02","","","3","few pear shape","12","1.08","","","3","6","","","","","294","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14138AB-9","","53","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14163AB-4","","54","1","1","","","","","2021-02-02","2021-06-02","","4","3","pear shape","7.5","1.079","","","3","6","","","","","183","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14163AB-4","","54","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1.5","","","","","","","","slight vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14165AB-2","","55","1","1","","","","","2021-02-02","2021-06-02","","4","3","few pear shape","5.3","1.077","","","3","6","","","","","131","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14165AB-2","","55","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14197CAB-1","","56","1","1","","","","","2021-02-02","2021-06-02","","4","4","oval, pointed","11.4","1.08","","","3","5","","","","","278","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14197CAB-1","","56","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14199CAB-5","","57","1","1","","","","","2021-02-02","2021-06-02","","4","4","too small","8.2","1.087","","","3","6","","","","","201","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14199CAB-5","","57","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14247CAB-15","","58","1","1","","","","","2021-02-02","2021-06-02","","2","2","nice size","11.1","1.083","","","2","8","","","","","271","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14247CAB-15","","58","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14247CAB-2","","59","1","1","","","","","2021-02-02","2021-06-02","","3","1","nice size","15.9","1.085","","","2","8","","","","","389","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14247CAB-2","","59","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1.5","","","","","","","","heat necrosis","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14256B-8","","60","1","1","","","","","2021-02-02","2021-06-02","","4","4","too small","4.7","1.076","","","2","7","","","","","114","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14256B-8","","60","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14288ABC-4","","61","1","1","","","","","2021-02-02","2021-06-02","","4","4","pear shape","7.2","1.089","","","3","5","","","","","176","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14288ABC-4","","61","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","2","","","","","","","","heat necrosis","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14291CAB-3","","62","1","1","","","","","2021-02-02","2021-06-02","","4","2","too small","9.8","1.078","","","2","8","","","","","240","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14291CAB-3","","62","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14291CAB-9","","63","1","1","","","","","2021-02-02","2021-06-02","","4","4","pear shape","8.7","1.082","","","3","5","1/10 tubers brown spot","","","","212","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14291CAB-9","","63","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14292CAB-5","","64","1","1","","","","","2021-02-02","2021-06-02","","4","3","pear shape","12.3","1.085","","","3","5","","","","","301","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ND14292CAB-5","","64","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1.5","","","","","","","","vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AOR10922-1","","65","1","1","","","","","2021-02-02","2021-06-02","","3","3","pear shape","15.5","1.097","","","3","5","","","","","378","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AOR10922-1","","65","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","2","","","","","","","","vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AOR15303-3","","66","1","1","","","","","2021-02-02","2021-06-02","","2","1","nice size","11.8","1.089","","","2","8","","","","","289","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AOR15303-3","","66","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1.5","","","","","","","","heat necrosis","","","","",""
"2021","NCPT","CA","2021 NCPT CA","COOR16014-3","","67","1","1","","","","","2021-02-02","2021-06-02","","3","4","pear shape","12.3","1.087","","","3","5","","","","","301","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","COOR16014-3","","67","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDOR14307CB-5","","68","1","1","","","","","2021-02-02","2021-06-02","","4","4","oval, pointed","18.2","1.078","","","3","5","","","","","444","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDOR14307CB-5","","68","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","2","","","","","","","","heat necrosis","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ATTX10333-1W/Y","","69","1","1","","","","","2021-02-02","2021-06-02","","3","4","pear shape","10.5","1.088","","","3","5","","","","","256","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","ATTX10333-1W/Y","","69","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","2","","","","","","","","vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","COTX16054-1Ru","","70","1","1","","","","","2021-02-02","2021-06-02","","4","3","pear shape","13.3","1.079","","","3","6","","","","","324","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","COTX16054-1Ru","","70","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDTX14247CAB-1W","","71","1","1","","","","","2021-02-02","2021-06-02","","4","3","growth cracks","13.4","1.078","","","2","7","","","","","326","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDTX14247CAB-1W","","71","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1.5","","","","","","","","slight vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDTX14247CAB-2W","","72","1","1","","","","","2021-02-02","2021-06-02","","4","3","oval, pointed","7.3","1.079","","","3","6","","","","","178","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDTX14247CAB-2W","","72","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1.5","","","","","","","","vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDTX14263BC-3W","","73","1","1","","","","","2021-02-02","2021-06-02","","4","3","too small","10","1.077","","","2","6","","","","","244","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","NDTX14263BC-3W","","73","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","TX17846-1W","","74","1","1","","","","","2021-02-02","2021-06-02","","4","2","too small","12.9","1.08","","","2","8","","","","","315","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","TX17846-1W","","74","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1.5","","","","","","","","slight vascular","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF5973-3","","75","1","1","","","","","2021-02-02","2021-06-02","","4","3","too small","8","1.095","","","2","6","","","","","196","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF5973-3","","75","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6200-7","","76","1","1","","","","","2021-02-02","2021-06-02","","2","2","nice size","11.9","1.092","","","3","7","","","","","292","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6200-7","","76","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","heat necrosis","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6206-3","","77","1","1","","","","","2021-02-02","2021-06-02","","3","3","too small","11.7","1.097","","","3","5","","","","","286","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6206-3","","77","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6206-5","","78","1","1","","","","","2021-02-02","2021-06-02","","1","1","nice size","13.4","1.104","","","2","8","","","","","326","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6206-5","","78","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6526-3","","79","1","1","","","","","2021-02-02","2021-06-02","","2","3","oval, pointed","14.7","1.092","","","3","6","","","","","360","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6526-3","","79","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","nice","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6526-7","","80","1","1","","","","","2021-02-02","2021-06-02","","3","3","pear shape","14.1","1.092","","","3","6","","","","","344","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","CA","2021 NCPT CA","AF6526-7","","80","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-06-02","1","","","","","","","","slight vascular","","","","",""
