variety,location,year,trial,yield.standard
AF4648-2,OR,2015,OR_2015,95.56
AF4648-2,TX,2015,TX_2015,36.14
AF4648-2,TX,2015,TX_2015,64.7
AF4648-2,WI,2015,WI_2015,63.08
AF4648-2,WI,2015,WI_2015,71.92
AF4736-10,CA,2012,CA_2012,53.76
AF4736-10,FL,2012,FL_2012,22.58
AF4736-10,MI,2012,MI_2012,24.29
AF4736-10,MO,2012,MO_2012,51.61
AF4736-10,NC,2012,NC_2012,26.99
AF4736-10,ND,2012,ND_2012,NA
AF4736-10,NY,2012,NY_2012,41.96
AF4736-10,OR,2012,OR_2012,63.92
AF4736-10,TX,2012,TX_2012,53.25
AF4736-10,WI,2012,WI_2012,66.91
AF4736-10,CA,2013,CA_2013,41.36
AF4736-10,FL,2013,FL_2013,19.35
AF4736-10,MI,2013,MI_2013,33.4
AF4736-10,MO,2013,MO_2013,36.43
AF4736-10,NC,2013,NC_2013,30.36
AF4736-10,NY,2013,NY_2013,34.97
AF4736-10,OR,2013,OR_2013,79.9
AF4736-10,TX,2013,TX_2013,43.01
AF4736-10,WI,2013,WI_2013,45.4
AF4740-1,CA,2012,CA_2012,37.22
AF4740-1,FL,2012,FL_2012,19.35
AF4740-1,MI,2012,MI_2012,42.5
AF4740-1,MO,2012,MO_2012,45.54
AF4740-1,NC,2012,NC_2012,33.73
AF4740-1,ND,2012,ND_2012,NA
AF4740-1,NY,2012,NY_2012,45.46
AF4740-1,OR,2012,OR_2012,76.7
AF4740-1,TX,2012,TX_2012,47.11
AF4740-1,WI,2012,WI_2012,69.3
AF4740-1,CA,2013,CA_2013,20.68
AF4740-1,FL,2013,FL_2013,25.81
AF4740-1,MI,2013,MI_2013,33.4
AF4740-1,MO,2013,MO_2013,39.47
AF4740-1,NC,2013,NC_2013,33.73
AF4740-1,NY,2013,NY_2013,48.96
AF4740-1,OR,2013,OR_2013,57.53
AF4740-1,TX,2013,TX_2013,63.49
AF4740-1,WI,2013,WI_2013,54.96
AF4747-5,CA,2012,CA_2012,24.81
AF4747-5,FL,2012,FL_2012,16.13
AF4747-5,MI,2012,MI_2012,36.43
AF4747-5,MO,2012,MO_2012,42.5
AF4747-5,NC,2012,NC_2012,30.36
AF4747-5,ND,2012,ND_2012,NA
AF4747-5,NY,2012,NY_2012,34.97
AF4747-5,OR,2012,OR_2012,57.53
AF4747-5,TX,2012,TX_2012,45.06
AF4747-5,WI,2012,WI_2012,43.01
AF4747-5,CA,2013,CA_2013,41.36
AF4747-5,FL,2013,FL_2013,22.58
AF4747-5,MI,2013,MI_2013,30.36
AF4747-5,MO,2013,MO_2013,33.4
AF4747-5,NC,2013,NC_2013,37.11
AF4747-5,NY,2013,NY_2013,31.47
AF4747-5,OR,2013,OR_2013,73.5
AF4747-5,TX,2013,TX_2013,47.11
AF4747-5,WI,2013,WI_2013,43.01
AF4971-3,CA,2012,CA_2012,62.03
AF4971-3,FL,2012,FL_2012,12.9
AF4971-3,MI,2012,MI_2012,45.54
AF4971-3,MO,2012,MO_2012,NA
AF4971-3,NC,2012,NC_2012,40.48
AF4971-3,ND,2012,ND_2012,NA
AF4971-3,NY,2012,NY_2012,41.96
AF4971-3,OR,2012,OR_2012,67.11
AF4971-3,TX,2012,TX_2012,34.82
AF4971-3,WI,2012,WI_2012,57.35
AF4971-3,CA,2013,CA_2013,49.63
AF4971-3,FL,2013,FL_2013,29.03
AF4971-3,MI,2013,MI_2013,42.5
AF4971-3,MO,2013,MO_2013,33.4
AF4971-3,NC,2013,NC_2013,33.73
AF4971-3,NY,2013,NY_2013,55.95
AF4971-3,OR,2013,OR_2013,79.9
AF4971-3,TX,2013,TX_2013,40.96
AF4971-3,WI,2013,WI_2013,54.96
AF4971-3,CA,2014,CA_2014,37.55
AF4971-3,FL,2014,FL_2014,58.06
AF4971-3,MI,2014,MI_2014,45.54
AF4971-3,MO,2014,MO_2014,36.43
AF4971-3,NC,2014,NC_2014,36.22
AF4971-3,NY,2014,NY_2014,52.45
AF4971-3,OR,2014,OR_2014,108.98
AF4971-3,TX,2014,TX_2014,50.6
AF4971-3,WI,2014,WI_2014,45.4
AF4975-3,CA,2012,CA_2012,49.63
AF4975-3,FL,2012,FL_2012,9.68
AF4975-3,MI,2012,MI_2012,33.4
AF4975-3,MO,2012,MO_2012,51.61
AF4975-3,NC,2012,NC_2012,47.23
AF4975-3,ND,2012,ND_2012,NA
AF4975-3,NY,2012,NY_2012,34.97
AF4975-3,OR,2012,OR_2012,89.48
AF4975-3,TX,2012,TX_2012,55.3
AF4975-3,WI,2012,WI_2012,54.96
AF4975-3,CA,2013,CA_2013,45.49
AF4975-3,FL,2013,FL_2013,22.58
AF4975-3,MI,2013,MI_2013,54.65
AF4975-3,MO,2013,MO_2013,45.54
AF4975-3,NC,2013,NC_2013,43.85
AF4975-3,NY,2013,NY_2013,55.95
AF4975-3,OR,2013,OR_2013,54.33
AF4975-3,TX,2013,TX_2013,53.25
AF4975-3,WI,2013,WI_2013,54.96
AF4975-3,CA,2014,CA_2014,56.33
AF4975-3,CA,2014,CA_2014,45.06
AF4975-3,FL,2014,FL_2014,25.81
AF4975-3,FL,2014,FL_2014,19.35
AF4975-3,MI,2014,MI_2014,33.4
AF4975-3,MI,2014,MI_2014,36.43
AF4975-3,MO,2014,MO_2014,39.47
AF4975-3,MO,2014,MO_2014,57.69
AF4975-3,NC,2014,NC_2014,18.11
AF4975-3,NC,2014,NC_2014,18.11
AF4975-3,NY,2014,NY_2014,59.45
AF4975-3,NY,2014,NY_2014,48.96
AF4975-3,OR,2014,OR_2014,85.33
AF4975-3,OR,2014,OR_2014,101.63
AF4975-3,TX,2014,TX_2014,61.44
AF4975-3,TX,2014,TX_2014,86.74
AF4975-3,WI,2014,WI_2014,64.52
AF4975-3,WI,2014,WI_2014,69.3
AF5033-13,CA,2014,CA_2014,45.06
AF5033-13,FL,2014,FL_2014,48.39
AF5033-13,MI,2014,MI_2014,24.29
AF5033-13,MO,2014,MO_2014,45.54
AF5033-13,NC,2014,NC_2014,15.09
AF5033-13,NY,2014,NY_2014,41.96
AF5033-13,OR,2014,OR_2014,81.17
AF5033-13,TX,2014,TX_2014,61.44
AF5033-13,WI,2014,WI_2014,47.79
AF5033-13,CA,2015,CA_2015,42.81
AF5033-13,CA,2015,CA_2015,53.32
AF5033-13,FL,2015,FL_2015,34.19
AF5033-13,FL,2015,FL_2015,30.97
AF5033-13,MI,2015,MI_2015,30.36
AF5033-13,MI,2015,MI_2015,18.22
AF5033-13,NC,2015,NC_2015,35.65
AF5033-13,NC,2015,NC_2015,29.25
AF5033-13,NY,2015,NY_2015,27.97
AF5033-13,NY,2015,NY_2015,23.78
AF5033-13,OR,2015,OR_2015,77.02
AF5033-13,OR,2015,OR_2015,47.62
AF5033-13,TX,2015,TX_2015,55.66
AF5033-13,TX,2015,TX_2015,44.82
AF5033-13,WI,2015,WI_2015,38.71
AF5033-13,WI,2015,WI_2015,43.73
AF5038-1,CA,2013,CA_2013,41.36
AF5038-1,FL,2013,FL_2013,19.35
AF5038-1,MI,2013,MI_2013,24.29
AF5038-1,MO,2013,MO_2013,33.4
AF5038-1,NC,2013,NC_2013,23.61
AF5038-1,NY,2013,NY_2013,55.95
AF5038-1,OR,2013,OR_2013,76.7
AF5038-1,TX,2013,TX_2013,61.44
AF5038-1,WI,2013,WI_2013,43.01
AF5038-6,CA,2013,CA_2013,53.76
AF5038-6,FL,2013,FL_2013,32.26
AF5038-6,MI,2013,MI_2013,48.58
AF5038-6,MO,2013,MO_2013,30.36
AF5038-6,NC,2013,NC_2013,16.87
AF5038-6,NY,2013,NY_2013,38.46
AF5038-6,OR,2013,OR_2013,86.29
AF5038-6,TX,2013,TX_2013,22.53
AF5038-6,WI,2013,WI_2013,50.18
AF5039-11,CA,2014,CA_2014,22.53
AF5039-11,FL,2014,FL_2014,35.48
AF5039-11,MI,2014,MI_2014,6.07
AF5039-11,MO,2014,MO_2014,30.36
AF5039-11,NC,2014,NC_2014,12.07
AF5039-11,NY,2014,NY_2014,24.48
AF5039-11,OR,2014,OR_2014,28.44
AF5039-11,TX,2014,TX_2014,36.14
AF5039-11,WI,2014,WI_2014,45.4
AF5039-15,CA,2014,CA_2014,39.43
AF5039-15,FL,2014,FL_2014,25.81
AF5039-15,MI,2014,MI_2014,21.25
AF5039-15,MO,2014,MO_2014,42.5
AF5039-15,NC,2014,NC_2014,15.09
AF5039-15,NY,2014,NY_2014,41.96
AF5039-15,OR,2014,OR_2014,54.65
AF5039-15,TX,2014,TX_2014,46.99
AF5039-15,WI,2014,WI_2014,50.18
AF5040-8,CA,2013,CA_2013,70.31
AF5040-8,FL,2013,FL_2013,25.81
AF5040-8,MI,2013,MI_2013,51.61
AF5040-8,MO,2013,MO_2013,42.5
AF5040-8,NC,2013,NC_2013,47.23
AF5040-8,NY,2013,NY_2013,52.45
AF5040-8,OR,2013,OR_2013,67.11
AF5040-8,TX,2013,TX_2013,49.16
AF5040-8,WI,2013,WI_2013,69.3
AF5040-8,CA,2014,CA_2014,46.94
AF5040-8,CA,2014,CA_2014,45.06
AF5040-8,FL,2014,FL_2014,45.16
AF5040-8,FL,2014,FL_2014,41.94
AF5040-8,MI,2014,MI_2014,30.36
AF5040-8,MI,2014,MI_2014,36.43
AF5040-8,MO,2014,MO_2014,57.69
AF5040-8,MO,2014,MO_2014,54.65
AF5040-8,NC,2014,NC_2014,24.15
AF5040-8,NC,2014,NC_2014,24.15
AF5040-8,NY,2014,NY_2014,41.96
AF5040-8,NY,2014,NY_2014,52.45
AF5040-8,OR,2014,OR_2014,129.43
AF5040-8,OR,2014,OR_2014,89.8
AF5040-8,TX,2014,TX_2014,57.83
AF5040-8,TX,2014,TX_2014,101.2
AF5040-8,WI,2014,WI_2014,76.46
AF5040-8,WI,2014,WI_2014,86.02
AF5040-8,CA,2015,CA_2015,64.21
AF5040-8,CA,2015,CA_2015,63.09
AF5040-8,FL,2015,FL_2015,39.68
AF5040-8,FL,2015,FL_2015,32.26
AF5040-8,MI,2015,MI_2015,40.68
AF5040-8,MI,2015,MI_2015,24.59
AF5040-8,NC,2015,NC_2015,34.47
AF5040-8,NC,2015,NC_2015,41.41
AF5040-8,NY,2015,NY_2015,40.21
AF5040-8,NY,2015,NY_2015,44.76
AF5040-8,OR,2015,OR_2015,100.35
AF5040-8,OR,2015,OR_2015,98.11
AF5040-8,TX,2015,TX_2015,64.34
AF5040-8,TX,2015,TX_2015,68.67
AF5040-8,WI,2015,WI_2015,81
AF5040-8,WI,2015,WI_2015,68.82
AF5040-8,CA,2016,CA_2016,40.53
AF5040-8,CA,2016,CA_2016,40.94
AF5040-8,FL,2016,FL_2016,34.52
AF5040-8,FL,2016,FL_2016,39.35
AF5040-8,MI,2016,MI_2016,48.58
AF5040-8,MI,2016,MI_2016,44.63
AF5040-8,NC,2016,NC_2016,30.8
AF5040-8,NC,2016,NC_2016,45.91
AF5040-8,NY,2016,NY_2016,45.81
AF5040-8,NY,2016,NY_2016,46.51
AF5040-8,TX,2016,TX_2016,54.22
AF5040-8,TX,2016,TX_2016,52.59
AF5040-8,WI,2016,WI_2016,73.84
AF5040-8,WI,2016,WI_2016,76.94
AF5044-21,CA,2014,CA_2014,43.18
AF5044-21,FL,2014,FL_2014,32.26
AF5044-21,MI,2014,MI_2014,54.65
AF5044-21,MO,2014,MO_2014,39.47
AF5044-21,NC,2014,NC_2014,18.11
AF5044-21,NY,2014,NY_2014,34.97
AF5044-21,OR,2014,OR_2014,52.41
AF5044-21,TX,2014,TX_2014,54.22
AF5044-21,WI,2014,WI_2014,78.85
AF5081-4,CA,2013,CA_2013,62.03
AF5081-4,FL,2013,FL_2013,29.03
AF5081-4,MI,2013,MI_2013,60.72
AF5081-4,MO,2013,MO_2013,30.36
AF5081-4,NC,2013,NC_2013,30.36
AF5081-4,NY,2013,NY_2013,59.45
AF5081-4,OR,2013,OR_2013,73.5
AF5081-4,TX,2013,TX_2013,22.53
AF5081-4,WI,2013,WI_2013,62.13
AF5138-2,CA,2013,CA_2013,41.36
AF5138-2,FL,2013,FL_2013,29.03
AF5138-2,MI,2013,MI_2013,39.47
AF5138-2,MO,2013,MO_2013,33.4
AF5138-2,NC,2013,NC_2013,37.11
AF5138-2,NY,2013,NY_2013,52.45
AF5138-2,OR,2013,OR_2013,79.9
AF5138-2,TX,2013,TX_2013,36.87
AF5138-2,WI,2013,WI_2013,54.96
AF5142-1,CA,2014,CA_2014,37.55
AF5142-1,FL,2014,FL_2014,22.58
AF5142-1,MI,2014,MI_2014,21.25
AF5142-1,MO,2014,MO_2014,39.47
AF5142-1,NC,2014,NC_2014,15.09
AF5142-1,NY,2014,NY_2014,41.96
AF5142-1,OR,2014,OR_2014,89.16
AF5142-1,TX,2014,TX_2014,50.6
AF5142-1,WI,2014,WI_2014,52.57
AF5142-3,CA,2013,CA_2013,28.95
AF5142-3,FL,2013,FL_2013,29.03
AF5142-3,MI,2013,MI_2013,27.32
AF5142-3,MO,2013,MO_2013,24.29
AF5142-3,NC,2013,NC_2013,26.99
AF5142-3,NY,2013,NY_2013,38.46
AF5142-3,OR,2013,OR_2013,47.94
AF5142-3,TX,2013,TX_2013,32.77
AF5142-3,WI,2013,WI_2013,43.01
AF5152-2,CA,2013,CA_2013,49.63
AF5152-2,FL,2013,FL_2013,22.58
AF5152-2,MI,2013,MI_2013,36.43
AF5152-2,MO,2013,MO_2013,36.43
AF5152-2,NC,2013,NC_2013,37.11
AF5152-2,NY,2013,NY_2013,38.46
AF5152-2,OR,2013,OR_2013,70.31
AF5152-2,TX,2013,TX_2013,45.06
AF5152-2,WI,2013,WI_2013,47.79
AF5152-2,CA,2014,CA_2014,48.82
AF5152-2,CA,2014,CA_2014,43.18
AF5152-2,FL,2014,FL_2014,35.48
AF5152-2,MI,2014,MI_2014,51.61
AF5152-2,MI,2014,MI_2014,12.14
AF5152-2,MO,2014,MO_2014,54.65
AF5152-2,MO,2014,MO_2014,54.65
AF5152-2,NC,2014,NC_2014,12.07
AF5152-2,NC,2014,NC_2014,15.09
AF5152-2,NY,2014,NY_2014,45.46
AF5152-2,NY,2014,NY_2014,45.46
AF5152-2,OR,2014,OR_2014,94.28
AF5152-2,OR,2014,OR_2014,90.76
AF5152-2,TX,2014,TX_2014,68.67
AF5152-2,TX,2014,TX_2014,50.6
AF5152-2,WI,2014,WI_2014,62.13
AF5152-2,WI,2014,WI_2014,64.52
AF5152-3,CA,2013,CA_2013,41.36
AF5152-3,FL,2013,FL_2013,22.58
AF5152-3,MI,2013,MI_2013,42.5
AF5152-3,MO,2013,MO_2013,36.43
AF5152-3,NC,2013,NC_2013,40.48
AF5152-3,NY,2013,NY_2013,31.47
AF5152-3,OR,2013,OR_2013,76.7
AF5152-3,TX,2013,TX_2013,43.01
AF5152-3,WI,2013,WI_2013,50.18
AF5152-3,CA,2014,CA_2014,46.94
AF5152-3,FL,2014,FL_2014,29.03
AF5152-3,MI,2014,MI_2014,33.4
AF5152-3,MO,2014,MO_2014,51.61
AF5152-3,NC,2014,NC_2014,12.07
AF5152-3,NY,2014,NY_2014,38.46
AF5152-3,OR,2014,OR_2014,71.59
AF5152-3,TX,2014,TX_2014,61.44
AF5152-3,WI,2014,WI_2014,54.96
AF5153-11,CA,2014,CA_2014,48.82
AF5153-11,FL,2014,FL_2014,51.61
AF5153-11,MI,2014,MI_2014,33.4
AF5153-11,MO,2014,MO_2014,48.58
AF5153-11,NC,2014,NC_2014,24.15
AF5153-11,NY,2014,NY_2014,48.96
AF5153-11,OR,2014,OR_2014,79.58
AF5153-11,TX,2014,TX_2014,75.9
AF5153-11,WI,2014,WI_2014,66.91
AF5153-11,CA,2015,CA_2015,46.56
AF5153-11,CA,2015,CA_2015,48.44
AF5153-11,FL,2015,FL_2015,27.74
AF5153-11,FL,2015,FL_2015,35.81
AF5153-11,MI,2015,MI_2015,34.31
AF5153-11,MI,2015,MI_2015,34.61
AF5153-11,NC,2015,NC_2015,29.04
AF5153-11,NC,2015,NC_2015,29.43
AF5153-11,NY,2015,NY_2015,38.12
AF5153-11,NY,2015,NY_2015,26.58
AF5153-11,OR,2015,OR_2015,89.48
AF5153-11,OR,2015,OR_2015,97.15
AF5153-11,TX,2015,TX_2015,57.11
AF5153-11,TX,2015,TX_2015,54.94
AF5153-11,WI,2015,WI_2015,80.76
AF5153-11,WI,2015,WI_2015,61.17
AF5280-2,CA,2014,CA_2014,41.31
AF5280-2,FL,2014,FL_2014,35.48
AF5280-2,MI,2014,MI_2014,30.36
AF5280-2,MO,2014,MO_2014,33.4
AF5280-2,NC,2014,NC_2014,12.07
AF5280-2,NY,2014,NY_2014,31.47
AF5280-2,OR,2014,OR_2014,94.6
AF5280-2,TX,2014,TX_2014,39.76
AF5280-2,WI,2014,WI_2014,71.68
AF5281-4,CA,2014,CA_2014,31.92
AF5281-4,FL,2014,FL_2014,35.48
AF5281-4,MI,2014,MI_2014,24.29
AF5281-4,MO,2014,MO_2014,27.32
AF5281-4,NC,2014,NC_2014,30.18
AF5281-4,NY,2014,NY_2014,10.49
AF5281-4,OR,2014,OR_2014,40.59
AF5281-4,TX,2014,TX_2014,61.44
AF5281-4,WI,2014,WI_2014,64.52
AF5281-4,CA,2015,CA_2015,61.21
AF5281-4,CA,2015,CA_2015,50.88
AF5281-4,FL,2015,FL_2015,25.81
AF5281-4,FL,2015,FL_2015,29.35
AF5281-4,MI,2015,MI_2015,23.38
AF5281-4,MI,2015,MI_2015,14.27
AF5281-4,NC,2015,NC_2015,31.69
AF5281-4,NC,2015,NC_2015,29.28
AF5281-4,NY,2015,NY_2015,30.07
AF5281-4,NY,2015,NY_2015,38.81
AF5281-4,OR,2015,OR_2015,68.07
AF5281-4,OR,2015,OR_2015,57.53
AF5281-4,TX,2015,TX_2015,32.89
AF5281-4,TX,2015,TX_2015,42.65
AF5281-4,WI,2015,WI_2015,47.07
AF5281-4,WI,2015,WI_2015,47.79
AF5292-4,CA,2014,CA_2014,39.43
AF5292-4,FL,2014,FL_2014,61.29
AF5292-4,MI,2014,MI_2014,51.61
AF5292-4,MO,2014,MO_2014,63.76
AF5292-4,NC,2014,NC_2014,21.13
AF5292-4,NY,2014,NY_2014,59.45
AF5292-4,OR,2014,OR_2014,69.35
AF5292-4,TX,2014,TX_2014,68.67
AF5292-4,WI,2014,WI_2014,83.63
AF5320-1,CA,2013,CA_2013,33.09
AF5320-1,FL,2013,FL_2013,25.81
AF5320-1,MI,2013,MI_2013,42.5
AF5320-1,MO,2013,MO_2013,39.47
AF5320-1,NC,2013,NC_2013,40.48
AF5320-1,NY,2013,NY_2013,41.96
AF5320-1,OR,2013,OR_2013,73.5
AF5320-1,TX,2013,TX_2013,43.01
AF5320-1,WI,2013,WI_2013,62.13
AF5332-2,CA,2014,CA_2014,56.33
AF5332-2,FL,2014,FL_2014,45.16
AF5332-2,MI,2014,MI_2014,27.32
AF5332-2,MO,2014,MO_2014,42.5
AF5332-2,NC,2014,NC_2014,21.13
AF5332-2,NY,2014,NY_2014,48.96
AF5332-2,OR,2014,OR_2014,71.91
AF5332-2,TX,2014,TX_2014,50.6
AF5332-2,WI,2014,WI_2014,52.57
AF5386-4,CA,2014,CA_2014,46.94
AF5386-4,FL,2014,FL_2014,51.61
AF5386-4,MI,2014,MI_2014,33.4
AF5386-4,MO,2014,MO_2014,57.69
AF5386-4,NC,2014,NC_2014,21.13
AF5386-4,NY,2014,NY_2014,48.96
AF5386-4,NY,2014,NY_2014,52.45
AF5386-4,OR,2014,OR_2014,66.79
AF5386-4,TX,2014,TX_2014,50.6
AF5386-4,WI,2014,WI_2014,59.74
AF5386-4,CA,2015,CA_2015,60.46
AF5386-4,FL,2015,FL_2015,35.16
AF5386-4,NC,2015,NC_2015,21.7
AF5386-4,TX,2015,TX_2015,51.69
AF5387-6,CA,2014,CA_2014,26.29
AF5387-6,FL,2014,FL_2014,41.94
AF5387-6,MI,2014,MI_2014,27.32
AF5387-6,MO,2014,MO_2014,36.43
AF5387-6,NC,2014,NC_2014,21.13
AF5387-6,NY,2014,NY_2014,34.97
AF5387-6,OR,2014,OR_2014,102.27
AF5387-6,TX,2014,TX_2014,72.29
AF5387-6,WI,2014,WI_2014,45.4
AF5392-8,CA,2014,CA_2014,41.31
AF5392-8,FL,2014,FL_2014,41.94
AF5392-8,MI,2014,MI_2014,30.36
AF5392-8,MO,2014,MO_2014,45.54
AF5392-8,NC,2014,NC_2014,18.11
AF5392-8,NY,2014,NY_2014,27.97
AF5392-8,OR,2014,OR_2014,58.48
AF5392-8,TX,2014,TX_2014,61.44
AF5392-8,WI,2014,WI_2014,57.35
AF5392-8,CA,2015,CA_2015,45.44
AF5392-8,FL,2015,FL_2015,44.19
AF5392-8,MI,2015,MI_2015,NA
AF5392-8,NC,2015,NC_2015,29.19
AF5392-8,NY,2015,NY_2015,33.92
AF5392-8,OR,2015,OR_2015,88.21
AF5392-8,TX,2015,TX_2015,78.79
AF5392-8,WI,2015,WI_2015,64.52
AF5393-1,CA,2015,CA_2015,48.44
AF5393-1,FL,2015,FL_2015,38.71
AF5393-1,MI,2015,MI_2015,28.24
AF5393-1,NC,2015,NC_2015,40.29
AF5393-1,NY,2015,NY_2015,48.61
AF5393-1,OR,2015,OR_2015,85.97
AF5393-1,TX,2015,TX_2015,70.48
AF5393-1,WI,2015,WI_2015,54.24
AF5393-1,CA,2016,CA_2016,30.19
AF5393-1,CA,2016,CA_2016,31.84
AF5393-1,FL,2016,FL_2016,20.97
AF5393-1,FL,2016,FL_2016,16.13
AF5393-1,MI,2016,MI_2016,47.97
AF5393-1,MI,2016,MI_2016,36.43
AF5393-1,NC,2016,NC_2016,34.5
AF5393-1,NC,2016,NC_2016,25.4
AF5393-1,NY,2016,NY_2016,31.47
AF5393-1,NY,2016,NY_2016,29.02
AF5393-1,TX,2016,TX_2016,39.94
AF5393-1,TX,2016,TX_2016,54.76
AF5393-1,WI,2016,WI_2016,58.54
AF5393-1,WI,2016,WI_2016,69.77
AF5425-6,CA,2014,CA_2014,37.55
AF5425-6,FL,2014,FL_2014,38.71
AF5425-6,MI,2014,MI_2014,39.47
AF5425-6,MO,2014,MO_2014,48.58
AF5425-6,NC,2014,NC_2014,27.16
AF5425-6,NY,2014,NY_2014,45.46
AF5425-6,OR,2014,OR_2014,57.53
AF5425-6,TX,2014,TX_2014,61.44
AF5425-6,WI,2014,WI_2014,50.18
AF5425-6,CA,2015,CA_2015,NA
AF5425-6,FL,2015,FL_2015,30.65
AF5425-6,MI,2015,MI_2015,40.08
AF5425-6,NC,2015,NC_2015,36.79
AF5426-3,CA,2014,CA_2014,33.8
AF5426-3,FL,2014,FL_2014,45.16
AF5426-3,MI,2014,MI_2014,33.4
AF5426-3,MO,2014,MO_2014,60.72
AF5426-3,NC,2014,NC_2014,15.09
AF5426-3,NY,2014,NY_2014,41.96
AF5426-3,OR,2014,OR_2014,85.01
AF5426-3,TX,2014,TX_2014,54.22
AF5426-3,WI,2014,WI_2014,50.18
AF5426-3,CA,2015,CA_2015,24.67
AF5426-3,CA,2015,CA_2015,32.11
AF5426-3,FL,2015,FL_2015,33.23
AF5426-3,FL,2015,FL_2015,37.74
AF5426-3,NC,2015,NC_2015,21.4
AF5426-3,NC,2015,NC_2015,28.34
AF5426-3,TX,2015,TX_2015,39.76
AF5426-3,TX,2015,TX_2015,41.93
AF5432-5,CA,2014,CA_2014,52.57
AF5432-5,FL,2014,FL_2014,58.06
AF5432-5,MI,2014,MI_2014,63.76
AF5432-5,MO,2014,MO_2014,78.94
AF5432-5,NC,2014,NC_2014,30.18
AF5432-5,NY,2014,NY_2014,66.44
AF5432-5,NY,2014,NY_2014,62.94
AF5432-5,OR,2014,OR_2014,135.18
AF5432-5,TX,2014,TX_2014,61.44
AF5432-5,WI,2014,WI_2014,93.19
AF5432-5,CA,2015,CA_2015,NA
AF5432-5,MI,2015,MI_2015,55.56
AF5432-5,NY,2015,NY_2015,53.15
AF5432-5,NY,2015,NY_2015,55.95
AF5432-5,OR,2015,OR_2015,70.31
AF5432-5,OR,2015,OR_2015,79.58
AF5432-5,WI,2015,WI_2015,106.33
AF5432-5,WI,2015,WI_2015,101.08
AF5432-5,MI,2016,MI_2016,60.11
AF5432-5,MI,2016,MI_2016,59.51
AF5432-5,NY,2016,NY_2016,41.96
AF5432-5,NY,2016,NY_2016,44.41
AF5432-5,WI,2016,WI_2016,76.46
AF5432-5,WI,2016,WI_2016,91.52
AF5445-2,CA,2015,CA_2015,105.33
AF5445-2,FL,2015,FL_2015,42.58
AF5445-2,MI,2015,MI_2015,48.58
AF5445-2,NC,2015,NC_2015,42.74
AF5445-2,NY,2015,NY_2015,46.86
AF5445-2,OR,2015,OR_2015,95.88
AF5445-2,TX,2015,TX_2015,65.06
AF5445-2,WI,2015,WI_2015,103.23
AF5445-2,CA,2016,CA_2016,57.9
AF5445-2,CA,2016,CA_2016,64.1
AF5445-2,FL,2016,FL_2016,44.84
AF5445-2,FL,2016,FL_2016,38.39
AF5445-2,MI,2016,MI_2016,56.47
AF5445-2,MI,2016,MI_2016,66.49
AF5445-2,NC,2016,NC_2016,43.14
AF5445-2,NC,2016,NC_2016,45.58
AF5445-2,NY,2016,NY_2016,31.82
AF5445-2,NY,2016,NY_2016,35.67
AF5445-2,TX,2016,TX_2016,43.37
AF5445-2,TX,2016,TX_2016,45
AF5445-2,WI,2016,WI_2016,81.24
AF5445-2,WI,2016,WI_2016,76.46
AF5445-4,CA,2014,CA_2014,41.31
AF5445-4,FL,2014,FL_2014,51.61
AF5445-4,MI,2014,MI_2014,36.43
AF5445-4,MO,2014,MO_2014,51.61
AF5445-4,NC,2014,NC_2014,27.16
AF5445-4,NY,2014,NY_2014,38.46
AF5445-4,OR,2014,OR_2014,113.45
AF5445-4,TX,2014,TX_2014,32.53
AF5445-4,WI,2014,WI_2014,59.74
AF5446-11,CA,2014,CA_2014,33.8
AF5446-11,FL,2014,FL_2014,58.06
AF5446-11,MI,2014,MI_2014,36.43
AF5446-11,MO,2014,MO_2014,45.54
AF5446-11,NC,2014,NC_2014,27.16
AF5446-11,NY,2014,NY_2014,52.45
AF5446-11,OR,2014,OR_2014,50.49
AF5446-11,TX,2014,TX_2014,65.06
AF5446-11,WI,2014,WI_2014,59.74
AF5446-11,CA,2015,CA_2015,28.35
AF5446-11,CA,2015,CA_2015,45.25
AF5446-11,FL,2015,FL_2015,39.35
AF5446-11,FL,2015,FL_2015,31.94
AF5446-11,MI,2015,MI_2015,49.49
AF5446-11,MI,2015,MI_2015,46.45
AF5446-11,NC,2015,NC_2015,32.93
AF5446-11,NC,2015,NC_2015,27.16
AF5446-11,NY,2015,NY_2015,42.66
AF5446-11,NY,2015,NY_2015,36.72
AF5446-11,OR,2015,OR_2015,91.72
AF5446-11,OR,2015,OR_2015,91.72
AF5446-11,TX,2015,TX_2015,67.95
AF5446-11,TX,2015,TX_2015,52.77
AF5446-11,WI,2015,WI_2015,56.87
AF5446-11,WI,2015,WI_2015,49.94
AF5447-10,CA,2014,CA_2014,41.31
AF5447-10,FL,2014,FL_2014,41.94
AF5447-10,MI,2014,MI_2014,18.22
AF5447-10,MO,2014,MO_2014,51.61
AF5447-10,NC,2014,NC_2014,15.09
AF5447-10,NY,2014,NY_2014,41.96
AF5447-10,OR,2014,OR_2014,45.06
AF5447-10,TX,2014,TX_2014,36.14
AF5447-10,WI,2014,WI_2014,45.4
AF5450-7,CA,2015,CA_2015,77.17
AF5450-7,FL,2015,FL_2015,40.97
AF5450-7,MI,2015,MI_2015,51.01
AF5450-7,NC,2015,NC_2015,40.05
AF5450-7,NY,2015,NY_2015,48.96
AF5450-7,OR,2015,OR_2015,124.96
AF5450-7,TX,2015,TX_2015,69.76
