marker,chrom,position,A03921.2,A06084.1TE,A06862.18VR,AF4950.2,AF4953.6,AF5091.2,AF5179.4,AO06070.1KF,AOR07781.5,AOR08032.1,AW07773.1rus,AW07781.1rus,CO07049.1RU,W10039.2rus,W10074.16rus,W10074.3rus,W10074.8rus,W10594.16rus,A07098.4,A071012.4BF,A07705.4,A07769.4,A08422.2VRsto,A09086.1LB,A09119.4LB,A10007.3,A10063.1,A10071.1,A10508.2LB,A10594.8VR,A10595.13sto,A10611.3adg,A10688.1adgsto,A10947.3CSR,A11188.1,A11194.1,A11226.1,A11234.2,A11252.10,A11326.1,A11737.1LB,A12114.7,A12115.16sto,A12314.1sto,AAF07521.1,AAF10237.4,AAF10245.1,AAF10615.1,AAF10943.4,AF5071.2,AF5406.10,AF5406.7,AF5407.13,AF5469.2,AF5492.6,AF5494.3,AF5521.1,AF5628.2,AF5644.8,AF5661.13,AF5731.11,AF5750.16,AF5750.17,AF5762.4,AF5789.1,AO02183.2,AOR06576.1,AOR08540.1,AOR10633.1,AOR12149.1,AOR13064.2,AW06108.1rus,AW07791.2rus,W13A11229.1rus,CO09036.2RU,CO09205.2RU,CO10094.5RU,CO11009.3RU,COA11013.2,COAF11149.5,COTX09052.2Ru,ND050032.4Russ,ND060735.4Russ,ND060761B.3Russ,ND070927.2Russ,ND091933ABCR.7Russ,ND09193BR.2Russ,ND092007R.2Russ,ND113100.1Russ,ND113224C.3Russ,ND12154AB.2Russ,ND12157.3Russ,ND12163AB.2Russ,ND12205B.4Russ,ND12241YB.2Russ,ND13242B.8Russ,ND13243B.14Russ,ND13243B.3Russ,ND13288.2Russ,NDAF092412.3Rus,NDAF113476CB.3,W13012.18rus,W9850.5rus,A08292.1LB,A09022.4,A09136.9LB,A10020.3sto,A10635.2VR,A12076.4sto,A12304.1sto,A12304.4sto,A12305.2adg,A12308.4VR,A12327.5VR,A13036.1,AAF10596.1,AF5711.2,AF5735.8,AF5736.16,AF5741.6,AF5770.7,AFA5661.8,AOR10093.11,AOR10129.1,AOR10654.11,AOR11027.4,CO12152.1RU,CO12246.1RU,CO12378.1RU,COAF11018.10,W9742.3rus,A13038.3,AF5707.1,ND14110B.1Russ,ND1412Y.5Russ
solcap_snp_c2_6759,chr01,1146213,1,3,2,2,1,3,3,2,2,3,4,3,3,2,2,2,2,3,2,3,3,3,1,2,3,1,3,2,2,3,2,2,3,4,2,4,2,2,3,3,2,2,2,4,3,3,3,2,4,3,2,2,3,4,1,3,2,3,3,3,2,3,2,3,2,0,2,3,2,2,2,3,3,2,4,3,3,2,3,4,3,4,3,4,3,3,3,3,3,3,2,3,2,3,4,2,3,3,4,3,3,3,4,1,2,4,1,3,3,1,2,2,2,3,1,2,2,3,2,2,4,3,2,4,3,4,3,3,1,3,2,3,4,3,4
solcap_snp_c2_6760,chr01,1149207,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1
solcap_snp_c2_6767,chr01,1171602,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,2,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,3,3,4,4,3,4,4,4,4,4,3,4,3,2,2,3,0,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,3,3,4,3,4,3,4,3
solcap_snp_c2_6768,chr01,1173327,3,4,3,3,4,4,3,2,4,4,2,4,3,4,3,4,4,3,4,3,3,3,3,4,4,4,2,4,4,4,4,4,4,2,4,2,4,4,3,2,4,4,3,4,3,2,2,2,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,2,4,4,4,3,2,4,2,4,3,4,4,4,3,4,4,3,2,3,3,4,4,3,4,3,3,3,2,3,4,3,2,2,3,0,4,3,3,2,4,4,3,4,2,2,4,4,3,4,4,4,4,4,4,3,4,2,3,2,3,4,2,2,3,3,4,2,4,2,4,3
solcap_snp_c2_6769,chr01,1173926,2,3,2,2,1,3,3,2,2,3,4,3,3,2,2,2,2,3,2,3,3,3,1,2,3,1,3,2,2,2,2,1,3,4,2,4,1,1,3,3,2,2,2,4,3,2,2,2,4,3,2,2,3,4,1,3,4,3,3,3,3,3,2,3,2,0,2,3,2,2,2,3,3,2,4,3,3,2,3,4,3,4,3,4,3,3,3,3,3,3,2,3,2,3,4,2,3,3,4,3,3,2,4,1,2,4,1,3,3,1,2,2,2,3,1,2,2,3,2,2,4,3,2,4,3,4,3,3,1,2,2,2,4,3,4
solcap_snp_c1_2426,chr01,1177430,0,3,1,1,1,3,2,0,1,3,3,1,2,2,1,2,2,2,2,2,2,2,0,1,3,1,0,2,2,3,2,1,2,3,2,2,1,1,1,2,2,2,1,4,2,0,0,0,3,3,1,1,3,4,1,2,3,3,3,2,2,2,2,2,0,0,2,3,1,0,2,2,3,1,4,3,3,1,2,4,2,2,2,3,2,3,2,2,2,1,1,1,1,3,3,0,1,2,0,3,2,1,2,1,2,2,0,1,2,1,2,1,2,3,1,2,2,3,1,2,2,2,1,3,3,2,1,2,0,3,1,2,2,3,3
solcap_snp_c2_6779,chr01,1181722,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,0,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,4,3
PotVar0071738,chr01,1254782,2,0,2,2,2,1,1,2,2,2,1,1,2,2,3,1,1,2,1,1,2,2,4,2,0,2,3,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,0,1,4,4,3,0,1,2,2,1,0,3,1,1,0,0,1,0,1,2,2,4,3,2,1,3,3,1,3,1,2,0,1,1,3,1,0,2,2,1,2,1,1,2,1,2,2,2,2,3,1,1,4,3,2,4,1,1,3,1,1,1,1,2,2,3,2,1,2,2,1,3,2,1,1,2,1,2,1,3,1,0,1,3,1,3,1,1,2,2,1,1
PotVar0071752,chr01,1254961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PotVar0071846,chr01,1255975,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,3,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,1,2,0,2,0,1,0,0,0,1,0,0,1,2,1,1,1,0,1,0,1,1,1,2,1,0,1,2,2,1,4,0,1,1,2,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0,2,2,1,1,0,2,0,2,0,1
PotVar0071852,chr01,1256142,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,2,4,4,4,4,4,4,2,4,2,4,4,3,3,4,4,3,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,4,4,4,3,2,4,2,4,3,4,4,4,3,4,4,3,2,3,3,4,4,3,4,3,3,4,3,3,4,3,2,2,3,0,4,3,3,3,4,4,3,4,2,2,4,4,3,4,4,4,4,4,4,3,4,2,3,3,3,4,2,2,3,3,4,3,4,2,4,3
PotVar0071853,chr01,1256220,4,1,3,3,3,2,2,3,2,2,2,3,3,2,3,1,2,3,1,2,3,2,4,4,0,2,4,2,2,1,2,2,2,3,2,3,2,2,2,2,1,1,2,1,1,4,4,3,2,1,3,3,2,3,3,3,1,0,1,2,1,3,3,2,4,3,3,1,3,3,2,3,2,2,1,2,3,3,2,2,4,2,2,1,3,1,2,1,2,2,4,3,3,2,2,4,3,2,4,2,3,3,3,2,1,2,3,3,3,3,2,3,3,2,3,2,2,2,3,2,3,3,4,1,0,3,3,3,3,2,2,3,2,1,2
solcap_snp_c2_54817,chr01,1256231,2,0,1,1,0,2,1,2,0,0,2,1,1,0,1,0,0,1,0,1,2,1,1,2,0,0,3,0,0,0,0,0,0,3,0,3,0,0,2,1,0,0,1,1,1,2,2,2,2,0,1,1,1,3,0,2,0,0,1,1,1,2,1,1,2,0,1,0,1,2,1,2,1,1,1,1,2,1,1,2,3,2,1,2,2,0,1,0,1,1,2,2,1,1,2,2,2,1,4,1,2,1,3,0,0,2,1,2,1,0,0,1,1,0,0,0,0,1,1,1,3,2,2,1,0,3,2,3,1,1,2,1,2,0,2
PotVar0071937,chr01,1258756,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,0,1,0,0
PotVar0071945,chr01,1258820,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,2,3,2,2,2,3,2,3,4,2,4,2,2,4,3,3,3,3,4,4,2,2,3,4,3,2,2,3,4,1,3,3,4,4,3,4,3,2,3,2,1,2,3,2,3,3,3,3,3,4,3,3,2,3,4,3,4,3,4,3,3,3,3,3,3,2,3,2,3,4,2,3,3,4,3,3,2,4,2,3,4,2,3,3,1,2,2,2,2,1,2,2,3,2,3,4,3,2,4,4,4,3,4,2,3,3,2,4,3,4
PotVar0072033,chr01,1691527,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,2,4,4,4,4,3,4,4,3,3,4,3,4,2,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,2,3,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,3,3,3,3,4,4,4,4,4,4,3,4,2,4,4,4
solcap_snp_c2_6906,chr01,1692123,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3
PotVar0072076,chr01,1692167,4,2,3,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,1,2,3,2,4,3,0,2,4,2,3,1,1,3,2,3,1,3,2,2,2,2,1,1,2,1,1,4,4,2,2,1,4,4,2,3,3,3,3,0,2,3,1,3,3,2,4,3,4,2,3,3,2,3,2,2,1,2,3,3,3,2,4,3,3,2,2,1,3,2,2,3,3,3,3,3,2,4,3,2,4,3,3,3,3,2,1,2,3,3,3,3,2,3,3,1,2,2,2,3,3,2,3,3,4,1,0,2,4,2,3,3,2,3,2,1,2
solcap_snp_c2_6970,chr01,1865980,2,3,2,2,2,3,4,4,3,3,4,3,4,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c2_6683,chr01,1905861,4,1,3,3,3,3,2,3,3,1,2,4,2,2,2,1,2,2,1,2,3,2,4,3,0,2,4,2,3,2,1,3,2,3,1,3,2,2,2,2,1,1,2,1,1,4,4,2,2,2,3,4,2,3,3,3,3,0,2,3,1,3,3,2,4,3,3,2,3,3,2,3,2,2,1,2,3,3,3,2,4,3,3,2,2,1,3,2,2,3,3,3,3,3,2,4,3,2,4,3,3,3,3,2,1,2,3,3,3,3,2,3,3,1,2,2,2,3,3,2,2,3,3,1,0,3,4,3,3,3,2,3,2,2,2
solcap_snp_c2_6684,chr01,1905879,3,4,4,4,3,3,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
solcap_snp_c1_2417,chr01,1916269,4,1,3,3,3,3,2,3,3,1,2,4,2,2,2,1,2,2,1,2,3,2,4,3,0,2,4,2,3,1,1,3,2,3,1,3,2,2,2,2,1,1,2,1,1,4,4,2,2,2,3,4,2,3,3,3,3,0,2,3,1,3,3,2,4,3,3,2,3,3,2,3,2,2,1,2,3,3,3,2,4,3,3,2,1,1,3,2,2,3,3,3,3,3,2,4,3,2,4,3,3,3,3,2,1,2,3,3,3,3,2,3,3,1,2,2,2,3,3,2,2,3,3,1,0,3,4,2,3,3,2,3,2,2,2
solcap_snp_c2_21078,chr01,2530170,4,4,4,3,4,4,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,3,4,3,4,4,3,4,4,4,4,4,4,3,2,3,0,4,4,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,4,3,3
PotVar0044815,chr01,2537345,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,3,4,4,4,4,2,4,4,3,1,2,4,3,2,3,3,3,3,3,3,4,4,3,3,2,4,4,3,2,4,3,4,3,4,4,4,2,2,3,4,2,4,3,3,1,2,4,3,2,4,4,3,4,4,3,4,2,3,3,3,3,3,2,4,4,3,3,4,4,4,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,2,4,4,3,2,3,3,3,3,4,3,3,2
PotVar0044819,chr01,2537431,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4
PotVar0044821,chr01,2537458,3,2,2,2,3,2,2,2,3,2,3,2,3,1,3,2,3,4,1,1,3,3,2,3,1,2,4,2,2,3,2,1,3,2,1,3,1,1,1,1,1,2,2,2,1,3,3,1,2,3,1,2,3,3,2,2,3,2,1,2,2,2,2,3,3,1,2,1,2,1,1,4,2,3,3,2,3,2,2,3,4,3,1,1,2,0,0,1,2,3,2,3,3,4,2,3,3,3,2,1,1,3,3,0,1,2,1,3,3,2,3,3,1,3,1,1,1,4,1,2,3,3,3,2,0,2,4,1,2,2,1,1,4,1,2
PotVar0044823,chr01,2537543,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,0,3,3,0,1,1,1,3,2,0,2,2,1,2,3,1,1,3,1,2,2,2,3,3,1,2,2,3,0,0,2,2,1,2,1,1,1,1,1,1,2,2,0,2,1,2,2,0,3,2,3,2,3,2,0,2,1,1,1,1,2,2,1,0,1,2,2,2,3,3,2,0,0,1,0,0,0,2,1,0,1,0,3,2,1,0,2,3,1,3,0,1,2,1,0,2,1,2,2,3,0,2,2,1,0,1,1,3,1,0,2,1,1,2,3,0,3,2
PotVar0044829,chr01,2537726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
solcap_snp_c2_21080,chr01,2547076,1,4,2,2,3,3,3,1,2,4,3,1,3,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,4,3,3,3,3,2,2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,2,3,3,2,3,3,3,2,3,2,3,2,3,2,2,3,3,3,3,1,2,2,2,2,3,3,3,3,2,2,2,3,3,2,3,3,2
solcap_snp_c2_21090,chr01,2587422,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,2,3,4,3,1,3,3,4,4,3,3,2,4,3,4,4,3,3,4,4,2,3,3,4,3,3,3,3,3,3,3,2,4,4,1,4,4,3,3,3,3,2,3,3,4,3,3,3,4,0,4,3,3,3,3,3,4,3,3,1,3,3,4,4,4,4,3,2,4,2,4,2,3,1,2,2,3,3,3,3,3,4,4,3,4,2,2,3,3,2,4,3,4,4,3,1,4,3,2,2,3,3,4,3,1,4,4,3,4,3,3,3,3
solcap_snp_c2_21098,chr01,2617236,3,0,1,1,2,1,0,3,1,0,1,0,1,0,2,0,1,2,1,1,1,1,3,0,0,1,4,1,1,2,1,1,1,1,0,2,1,0,1,1,0,1,1,0,0,3,3,2,0,1,0,1,1,1,2,1,2,0,2,4,0,0,1,1,2,1,1,0,2,1,0,3,2,1,2,1,2,1,1,1,4,1,2,0,1,0,1,1,1,2,2,3,3,1,2,1,1,1,0,0,2,2,1,0,0,1,1,3,3,2,2,3,1,1,0,0,1,2,2,1,1,3,3,1,0,2,3,2,1,1,1,0,2,0,1
solcap_snp_c2_21109,chr01,2644394,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,2,4,4,4,3,2,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4
solcap_snp_c1_6656,chr01,2663798,3,4,4,4,3,2,4,2,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c2_21122,chr01,2690797,2,0,2,2,1,0,1,1,2,0,2,3,2,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1
solcap_snp_c2_21131,chr01,2712116,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
solcap_snp_c2_21159,chr01,2761816,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
solcap_snp_c2_21174,chr01,2823711,1,4,2,2,2,3,3,1,2,4,2,1,2,4,2,4,3,2,3,3,2,2,1,3,4,3,0,3,3,2,3,3,3,1,4,2,2,3,2,3,3,3,2,3,2,0,0,2,2,2,3,2,2,1,2,3,1,4,2,0,3,2,3,2,1,3,3,3,2,3,4,0,1,2,2,3,2,3,3,2,2,1,2,2,2,2,2,3,2,2,2,1,1,1,1,1,0,2,1,3,2,2,1,2,4,2,3,1,1,2,2,1,2,2,4,4,3,0,2,2,2,0,1,3,2,2,0,2,3,1,2,3,2,3,2
solcap_snp_c2_21176,chr01,2827522,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,2,4,4,3,1,3,3,4,4,3,3,3,4,3,3,3,3,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3,3,4,3,4,4,3,3,4,2,4,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,3,2,2,2,3,4,4,2,2,3,4,4,3,3,4,4,4,3,4,2,2,3,3,2,3,4,4,4,3,3,4,4,3,3,3,3,4,3,2,4,4,4,4,4,3,4,4
solcap_snp_c2_21178,chr01,2829162,2,0,2,2,2,1,0,1,2,0,1,3,1,0,2,0,0,2,1,1,2,2,2,0,0,1,3,1,1,0,0,1,1,1,0,2,1,1,2,1,1,0,2,1,1,1,1,1,1,0,0,0,0,1,0,1,3,0,0,1,0,2,1,1,2,1,0,1,1,1,0,4,0,0,2,1,1,1,1,1,2,1,1,1,1,1,1,0,2,2,2,2,2,3,2,2,1,1,0,0,1,1,3,1,0,2,0,2,2,1,1,2,1,1,0,0,1,2,0,0,1,2,1,1,1,1,2,1,0,1,0,0,2,0,1
solcap_snp_c1_6674,chr01,2834567,2,4,3,4,3,3,3,3,3,4,3,4,2,4,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PotVar0044963,chr01,2868145,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,0,0,1,3,1,2,0,0,1,2,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,0,0,1,0,1,3,0,0,1,0,2,1,1,2,1,0,1,1,1,0,3,0,0,2,1,1,1,1,1,2,2,1,2,1,1,1,0,2,2,2,2,2,3,2,2,4,2,2,0,1,1,3,1,0,1,0,2,2,1,1,2,1,1,0,0,1,2,0,0,1,2,1,1,1,1,3,1,0,1,0,0,2,0,1
PotVar0044973,chr01,2868391,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PotVar0044998,chr01,2868837,2,2,2,2,2,1,2,3,1,1,2,2,2,2,2,1,1,1,2,2,2,2,3,1,1,3,2,2,3,1,1,4,2,1,2,2,2,3,2,4,2,1,3,2,1,1,1,3,2,1,2,1,0,2,2,2,3,2,2,3,2,3,3,3,2,4,2,2,3,4,2,3,0,1,3,2,3,3,2,2,2,3,3,3,1,0,4,0,1,2,3,3,3,3,4,2,4,3,3,2,3,2,2,1,2,3,3,2,3,2,2,3,2,1,2,3,4,2,1,1,2,3,2,2,1,1,3,4,3,0,1,1,2,2,1
solcap_snp_c2_21197,chr01,2872096,2,4,3,4,4,4,4,3,3,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
